ident,name,latitude_deg,longitude_deg,elevation_ft
KCNW,TSTC Waco Airport,31.641129,-97.073335,470
KCNY,Canyonlands Regional Airport,38.755001,-109.754997,4557
KCOD,Yellowstone Regional Airport,44.520199,-109.024002,5102
KCOE,Coeur D'Alene Airport - Pappy Boyington Field,47.7743,-116.82,2320
KCOF,Patrick Space Force Base,28.2349,-80.6101,8
KCOI,Merritt Island Airport,28.341600418099997,-80.6855010986,6
KCOM,Coleman Municipal Airport,31.841100692699996,-99.4036026001,1697
KCON,Concord Municipal Airport,43.20270157,-71.50229645,342
KCOQ,Cloquet Carlton County Airport,46.701099,-92.503601,1279
KCOS,City of Colorado Springs Municipal Airport,38.805801,-104.700996,6187
KCOT,Cotulla-La Salle County Airport,28.45669937,-99.22029877,474
KCOU,Columbia Regional Airport,38.8181,-92.219597,889
KCPC,Columbus County Municipal Airport,34.27289963,-78.71499634,99
KCPK,Chesapeake Regional Airport,36.6656,-76.320702,19
KCPM,Compton Woodley Airport,33.8899993896,-118.244003296,97
KCPR,Casper-Natrona County International Airport,42.907381,-106.461609,5350
KCPS,St Louis Downtown Airport,38.570701599100005,-90.1561965942,413
KCPT,Cleburne Regional Airport,32.353802,-97.433701,854
KCPU,Calaveras Co Maury Rasmussen Field,38.14609909057617,-120.64800262451172,1325
KCQA,Lakefield Airport,40.4841,-84.560097,894
KCQB,Chandler Regional Airport,35.723801,-96.820297,984
KCQJ,Cheyenne Mountain Space Force Station Heliport,38.738586,-104.835148,6609
KCQM,Cook Municipal Airport,47.821899,-92.6894,1327
KCQW,Cheraw Municipal Airport/Lynch Bellinger Field,34.712898,-79.957001,239
KCQX,Chatham Municipal Airport,41.68840026855469,-69.989501953125,68
KCRE,Grand Strand Airport,33.8116989136,-78.72389984130001,32
KCRG,Jacksonville Executive at Craig Airport,30.3362998962,-81.51439666750001,41
KCRP,Corpus Christi International Airport,27.770399,-97.501198,44
KCRQ,McClellan-Palomar Airport,33.1283,-117.279999,331
KCRS,C David Campbell Field Corsicana Municipal Airport,32.0280990601,-96.4005966187,449
KCRT,Z M Jack Stell Field,33.1782989502,-91.8802032471,184
KCRW,Yeager Airport,38.3731,-81.593201,981
KCRX,Roscoe Turner Airport,34.9150009155,-88.6035003662,425
KCRZ,Corning Municipal Airport,40.994099,-94.754997,1274
KCSB,Cambridge Municipal Airport,40.306599,-100.162003,2414
KCSG,Columbus Airport,32.516415,-84.939602,397
KCSM,Clinton Sherman Airport,35.3398017883,-99.20050048830001,1922
KCSQ,Creston Municipal Airport,41.021400451699996,-94.36329650879999,1300
KCSV,Crossville Memorial Airport Whitson Field,35.95131,-85.08499,1881
KCTB,Cut Bank International Airport,48.608657,-112.378183,3854
KCTJ,West Georgia Regional Airport / O V Gray Field,33.631001,-85.152,1161
KCTK,Ingersoll Airport,40.5690994263,-90.074798584,684
KCTY,Cross City Airport,29.6354999542,-83.10479736330001,42
KCTZ,Sampson County Airport,34.9756011963,-78.3646011353,148
KCUB,Jim Hamilton L.B. Owens Airport,33.970500946,-80.9952011108,193
KCUH,Cushing Municipal Airport,35.950496,-96.772371,916
KCUL,Carmi Municipal Airport,38.0895,-88.1231,388
KCUT,Custer County Airport,43.733299,-103.617996,5602
KCVB,Castroville Municipal Airport,29.3419,-98.850899,771
KCVG,Cincinnati Northern Kentucky International Airport,39.048801,-84.667801,896
KCVH,Hollister Municipal Airport,36.8932991028,-121.410003662,230
KCVK,Sharp County Regional Airport,36.26490021,-91.56259918,716
KCVN,Clovis Municipal Airport,34.426594,-103.078794,4216
KCVO,Corvallis Municipal Airport,44.49720001,-123.2900009,250
KCVS,Cannon Air Force Base,34.382801,-103.321999,4295
KCVX,Charlevoix Municipal Airport,45.304798,-85.274803,669
KCWA,Central Wisconsin Airport,44.777448,-89.670238,1277
KCWC,Kickapoo Downtown Airport,33.85779953,-98.49040222,1003
KCWF,Chennault International Airport,30.2106,-93.143204,17
KCWI,Clinton Municipal Airport,41.8311004639,-90.3291015625,708
KCWV,Claxton Evans County Airport,32.195099,-81.869598,112
KCXE,Chase City Municipal Airport,36.788299560546875,-78.50160217285156,503
KCXL,Calexico International Airport,32.6694984436,-115.513000488,4
KCXO,Conroe-North Houston Regional Airport,30.351801,-95.414497,245
KCXP,Carson Airport,39.194331,-119.734312,4697
KCXU,Camilla Mitchell County Airport,31.21315,-84.235396,175
KCXW,Conway Regional Airport,35.019889,-92.555111,276
KCXY,Capital City Airport,40.2170982361,-76.85150146480001,347
KCYO,Pickaway County Memorial Airport,39.515999,-82.982101,684
KCYS,Cheyenne Regional Jerry Olson Field,41.155701,-104.811997,6159
KCYW,Clay Center Municipal Airport,39.3871,-97.157204,1208
KCZD,Cozad Municipal Airport,40.86909866,-100.0039978,2503
KCZG,Tri Cities Airport,42.078499,-76.096296,833
KCZK,Cascade Locks State Airport,45.676599,-121.878879,151
KCZL,Tom B. David Field,34.455399,-84.939201,647
KCZT,Dimmit County Airport,28.522199630699998,-99.823600769,599
KD00,Norman County Ada/Twin Valley Airport,47.260502,-96.400299,954
KD02,Osage Municipal Airport,43.292396,-92.795634,1168
KD05,Garrison Municipal Airport,47.65589904785156,-101.43699645996094,1935
KD07,Faith Municipal Airport,45.03609848022461,-102.0199966430664,2582
KD09,Bottineau Municipal Airport,48.830399,-100.417,1681
KD11,Ojibwa Airpark,43.720001,-85.0028,950
KD14,Fertile Municipal Airport,47.551899,-96.291901,1135
KD17,Westwinds Airport,38.7575,-108.148003,5000
KD23,Arcade Tri County Airport,42.565367,-78.424766,1745
KD25,Manitowish Waters Airport,46.122002,-89.882301,1610
KD31,Leeds Municipal Airport,48.28499984741211,-99.40350341796875,1508
KD37,Warren Municipal Airport,48.191541,-96.711912,886
KD39,Sauk Centre Municipal Airport,45.706600189208984,-94.93340301513672,1244
KD42,Springfield Municipal Airport,44.231098,-94.998901,1072
KD50,Crosby Municipal Airport,48.928501,-103.296997,1950
KD54,West Fargo Municipal Airport,46.90079879760742,-96.918701171875,896
KD55,Robertson Field,48.752998,-98.393303,1608
KD56,Mayville Municipal Airport,47.476298,-97.328111,975
KD57,Glen Ullin Regional Airport,46.812801361083984,-101.86000061035156,2089
KD60,Tioga Municipal Airport,48.38050079,-102.8980026,2271
KD64,Westhope Municipal Airport,48.91339874267578,-101.03299713134766,1494
KD68,Springerville Municipal Airport,34.131101,-109.310255,7055
KD73,Monroe Walton County Airport,33.782398,-83.692903,875
KD74,Chorman Airport,38.849672,-75.61284,66
KD83,Boonville Airport,39.012699127197,-123.38300323486,371
KD86,Sequoia Field,36.448600769043,-119.31900024414,313
KD95,Dupont-Lapeer Airport,43.066601,-83.272301,834
KD98,Romeo State Airport,42.79610062,-82.97499847,739
KDAA,Davison Army Air Field,38.715000152600005,-77.1809997559,73
KDAB,Daytona Beach International Airport,29.18255,-81.059464,34
KDAF,Necedah Airport,44.033401,-90.085098,919
KDAG,Barstow Daggett Airport,34.85369873,-116.7870026,1930
KDAL,Dallas Love Field,32.844776,-96.847653,487
KDAN,Danville Regional Airport,36.572899,-79.336098,571
KDAW,Skyhaven Airport,43.2841,-70.929298,322
KDAY,James M. Cox Dayton International Airport,39.902401,-84.219398,1009
KDBN,W H 'Bud' Barron Airport,32.5644,-82.985298,309
KDBQ,Dubuque Regional Airport,42.402,-90.709503,1077
KDCA,Ronald Reagan Washington National Airport,38.8521,-77.037697,15
KDCM,Chester Catawba Regional Airport,34.789299,-81.195801,656
KDCU,Pryor Field Regional Airport,34.652698516799994,-86.94539642330001,592
KDCY,Daviess County Airport,38.700401,-87.1297,473
KDDC,Dodge City Regional Airport,37.76340103149414,-99.9655990600586,2594
KDDH,William H Morse State Airport,42.8913,-73.246399,827
KDEC,Decatur Airport,39.834598541259766,-88.8656997680664,682
KDED,Deland Municipal Sidney H Taylor Field,29.066999,-81.283798,79
KDEH,Decorah Municipal Airport,43.275501,-91.739403,1158
KDEN,Denver International Airport,39.860027,-104.673792,5431
KDEQ,J Lynn Helms Sevier County Airport,34.047001,-94.399399,355
KDET,Coleman A. Young Municipal Airport,42.40919876,-83.00990295,626
KDEW,Deer Park Airport,47.966599,-117.427002,2211
KDFI,Defiance Memorial Airport,41.3375015259,-84.4288024902,707
KDFW,Dallas Fort Worth International Airport,32.896801,-97.038002,607
KDGL,Douglas Municipal Airport,31.3425998688,-109.505996704,4173
KDGW,Converse County Airport,42.79719925,-105.3860016,4933
KDHN,Dothan Regional Airport,31.321300506591797,-85.44960021972656,401
KDHT,Dalhart Municipal Airport,36.0225982666,-102.54699707,3991
KDIJ,Driggs/Reed Memorial Airport,43.742667,-111.096829,6229
KDIK,Dickinson Theodore Roosevelt Regional Airport,46.797533,-102.801905,2592
KDKB,DeKalb Taylor Municipal Airport,41.936316,-88.704128,914
KDKK,Chautauqua County-Dunkirk Airport,42.49247,-79.273102,693
KDKR,Houston County Airport,31.306999,-95.403801,348
KDKX,Knoxville Downtown Island Airport,35.963902,-83.873901,833
KDLC,Dillon County Airport,34.4491004944,-79.368598938,133
KDLF,Laughlin Air Force Base,29.359501,-100.778002,1082
KDLH,Duluth International Airport,46.841873,-92.198746,1428
KDLL,Baraboo Wisconsin Dells Regional Airport,43.522701,-89.770203,979
KDLN,Dillon Airport,45.255401611299995,-112.553001404,5241
KDLO,Delano Municipal Airport,35.745601654052734,-119.23699951171875,314
KDLS,Columbia Gorge Regional Airport,45.620979,-121.170777,247
KDLZ,Delaware Municipal Airport,40.279701,-83.114799,945
KDMA,Davis Monthan Air Force Base,32.1665000916,-110.883003235,2704
KDMN,Deming Municipal Airport,32.262298584,-107.721000671,4314
KDMO,Sedalia Memorial Airport,38.70740127559999,-93.17590332030001,909
KDMW,Carroll County Regional Jack B Poage Field,39.60829926,-77.00769806,789
KDNL,Daniel Field,33.4664993286,-82.0393981934,423
KDNN,Dalton Municipal Airport,34.72290039,-84.87020111,709
KDNS,Denison Municipal Airport,41.9864006,-95.38069916,1274
KDNV,Vermilion Regional Airport,40.199124,-87.59663,697
KDOV,Dover Civil Air Terminal/Dover Air Force Base,39.129501,-75.466003,24
KDPA,Dupage Airport,41.90779877,-88.24859619,759
KDPG,Michael AAF (Dugway Proving Ground) Airport,40.197396,-112.935094,4349
KDPL,Duplin County Airport,35.00009918,-77.98169708,136
KDQH,Douglas Municipal Gene Chambers Airport,31.4767,-82.860497,257
KDRA,Desert Rock Airport,36.6194,-116.032997,3314
KDRI,Beauregard Regional Airport,30.831699,-93.339897,202
KDRM,Drummond Island Airport,46.0093002319,-83.74389648440001,668
KDRO,Durango La Plata County Airport,37.151501,-107.753998,6685
KDRP,Delta Regional Airport,35.1200556,-90.8265,239
KDRT,Del Rio International Airport,29.3742008209,-100.927001953,1002
KDSM,Des Moines International Airport,41.534027,-93.656719,958
KDSV,Dansville Municipal Airport,42.570545,-77.713273,662
KDTA,Delta Municipal Airport,39.3805999756,-112.508003235,4759
KDTL,Detroit Lakes Airport,46.824301,-95.883322,1397
KDTN,Shreveport Downtown Airport,32.5401992798,-93.7450027466,179
KDTO,Denton Enterprise Airport,33.201769,-97.197983,643
KDTS,Destin Executive Airport,30.400101,-86.471497,23
KDTW,Detroit Metropolitan Wayne County Airport,42.21377,-83.353786,645
KDUA,Durant Regional Airport - Eaker Field,33.939675,-96.395072,699
KDUC,Halliburton Field,34.47090149,-97.9598999,1114
KDUG,Bisbee Douglas International Airport,31.464139,-109.60456,4154
KDUH,Toledo Suburban Airport,41.73590087890625,-83.65540313720703,669
KDUJ,DuBois Regional Airport,41.17829895,-78.8986969,1817
KDUX,Moore County Airport,35.857899,-102.013,3705
KDVK,Stuart Powell Field,37.579409,-84.774347,1022
KDVL,Devils Lake Regional Airport,48.115454,-98.908796,1456
KDVN,Davenport Municipal Airport,41.610432,-90.589693,751
KDVO,Marin County Airport - Gnoss Field,38.143600463867,-122.55599975586,2
KDVP,Slayton Municipal Airport,43.986801,-95.7826,1623
KDVT,Phoenix Deer Valley Airport,33.6883010864,-112.083000183,1478
KDWA,Yolo County Davis Woodland Winters Airport,38.57910156,-121.8570023,100
KDWH,David Wayne Hooks Memorial Airport,30.0618000031,-95.55280303960001,152
KDWU,Ashland Regional Airport,38.554501,-82.737999,546
KDXE,Dexter Municipal Airport,36.77750015,-89.94120026,304
KDXR,Danbury Municipal Airport,41.371656,-73.482227,458
KDXX,Lac Qui Parle County Airport,44.986198,-96.177696,1082
KDYA,Demopolis Municipal Airport,32.463799,-87.954102,113
KDYB,Summerville Airport,33.0634,-80.279297,56
KDYL,Doylestown Airport,40.3330001831,-75.1222991943,394
KDYR,Dyersburg Regional Airport,35.999158,-89.404898,338
KDYS,Dyess Air Force Base,32.420799,-99.854599,1789
KDYT,Sky Harbor Airport,46.721901,-92.043404,610
KDZB,Horseshoe Bay Resort Airpark,30.52709961,-98.35870361,1093
KDZJ,Blairsville Airport,34.855099,-83.996902,1911
KE01,Roy Hurd Memorial Airport,31.582500457764,-102.90899658203,2615
KE05,Hatch Municipal Airport,32.661098,-107.197998,4080
KE06,Lea County-Zip Franklin Memorial Airport,32.95254,-103.40993,3979
KE11,Andrews County Airport,32.331100463867,-102.5299987793,3174
KE13,Crane County Airport,31.415100097699998,-102.362998962,2552
KE14,Ohkay Owingeh Airport,36.026133,-106.045443,5790
KE16,San Martin Airport,37.08160019,-121.5970001,281
KE19,Gruver Municipal Airport,36.233699798584,-101.43199920654,3205
KE24,Whiteriver Airport,33.810175,-109.986555,5153
KE25,Wickenburg Municipal Airport,33.970172,-112.796043,2377
KE26,Lea County-Jal Airport,32.131099700928,-103.1549987793,3118
KE30,Bruce Field,31.6745,-99.976997,1738
KE34,Smiley Johnson Municipal Airport Bass Field,34.911499,-100.869003,2833
KE35,Fabens Airport,31.517176,-106.146984,3679
KE38,Alpine Casparis Municipal Airport,30.384199,-103.683998,4515
KE41,Reagan County Airport,31.198900222800003,-101.472999573,2706
KE42,Spearman Municipal Airport,36.221001,-101.195,3090
KE45,Pine Mountain Lake Airport,37.861528,-120.178176,2930
KE48,Upton County Airport,31.125099,-102.224998,2433
KE51,Bagdad Airport,34.592796,-113.171993,4183
KE52,Oldham County Airport,35.230653,-102.398672,3995
KE57,Denver City Airport,32.976466,-102.84231,3575
KE60,Eloy Municipal Airport,32.806999,-111.586998,1513
KE63,Gila Bend Municipal Airport,32.95809937,-112.6780014,789
KE67,Kearny Airport,33.04759979248,-110.90899658203,1833
KE75,Lake Erie Landing Area,42.170939,-80.111661,571
KE77,San Manuel Airport,32.636501,-110.647003,3274
KE78,Sells Airport,31.932899,-111.893997,2409
KE80,Belen Regional Airport,34.645198,-106.834,5194
KE89,Conchas Lake Airport,35.367866,-104.180881,4230
KE91,Chinle Municipal Airport,36.110900878906,-109.57499694824,5547
KE95,Benson Municipal Airport/Paul Kerchum Field,31.999396,-110.358224,3829
KE98,Mid Valley Airpark,34.759799957275,-106.74500274658,4830
KEAG,Eagle Grove Municipal Airport,42.709801,-93.9161,1133
KEAN,Phifer Airfield,42.0555,-104.929001,4776
KEAR,Kearney Regional Airport,40.727001,-99.006798,2131
KEAT,Pangborn Memorial Airport,47.398899,-120.207001,1249
KEAU,Chippewa Valley Regional Airport,44.86579895019531,-91.48429870605469,913
KEBD,Southern West Virginia Regional Airport,37.6818,-82.1221,1883
KEBG,South Texas International at Edinburg Airport,26.4417,-98.1222,75
KEBS,Webster City Municipal Airport,42.436848,-93.869905,1122
KEBY,US Coast Guard Station Neah Bay Heliport,48.3704528,-124.5981194,10
KECG,Elizabeth City Regional Airport & Coast Guard Air Station,36.260601,-76.174599,11
KECP,Northwest Florida Beaches International Airport,30.357106,-85.795414,69
KECS,Mondell Field,43.88379,-104.314156,4174
KECU,Edwards County Airport,29.9468994140625,-100.17400360107422,2372
KEDC,Austin Executive Airport,30.398049,-97.566909,620
KEDE,Northeastern Regional Airport,36.027698516799994,-76.56710052490001,20
KEDG,Weide (Aberdeen Proving Ground) Army Heliport,39.391602,-76.2911,21
KEDJ,Bellefontaine Regional Airport,40.372299,-83.819,1122
KEDN,Enterprise Municipal Airport,31.29969978,-85.89990234,361
KEDU,University Airport,38.531502,-121.786489,69
KEDW,Edwards Air Force Base,34.910781,-117.886391,2312
KEE0,Eloy Farms Airstrip,32.686198,-111.547097,1555
KEED,Needles Airport,34.7663002014,-114.623001099,983
KEEN,Dillant Hopkins Airport,42.898399,-72.270798,488
KEEO,Meeker Airport,40.04880142211914,-107.88600158691406,6421
KEET,Shelby County Airport,33.17699814,-86.78279877,586
KEFC,Belle Fourche Municipal Airport,44.73419952,-103.8619995,3191
KEFD,Ellington Airport,29.607299804700002,-95.1587982178,32
KEFK,Northeast Kingdom International Airport,44.888802,-72.229202,930
KEFT,Monroe Municipal Airport,42.614899,-89.590401,1086
KEFW,Jefferson Municipal Airport,42.009866,-94.341717,1044
KEGE,Eagle County Regional Airport,39.64260101,-106.9179993,6548
KEGI,Duke Field,30.65040016,-86.52290344,191
KEGQ,Emmetsburg Municipal Airport,43.10200119018555,-94.70469665527344,1205
KEGT,Wellington Municipal Airport,37.323601,-97.388298,1277
KEGV,Eagle River Union Airport,45.932300567599995,-89.26830291750001,1642
KEHA,Elkhart Morton County Airport,37.000702,-101.879997,3622
KEHO,Shelby-Cleveland County Regional Airport,35.2556,-81.600998,847
KEHR,Henderson City County Airport,37.8078,-87.685699,387
KEIK,Erie Municipal Airport,40.010200500488,-105.047996521,5130
KEIW,County Memorial Airport,36.535301,-89.599701,296
KEKA,Murray Field,40.803398,-124.112999,7
KEKM,Elkhart Municipal Airport,41.7193984985,-86.00319671630001,778
KEKN,Elkins-Randolph County Regional Airport,38.889759,-79.857651,1987
KEKO,Elko Regional Airport,40.82490158081055,-115.79199981689453,5140
KEKQ,Wayne County Airport,36.855301,-84.856102,963
KEKS,Ennis Big Sky Airport,45.271801,-111.649002,5423
KEKX,Addington Field / Elizabethtown Regional Airport,37.686001,-85.925003,775
KEKY,Bessemer Airport,33.312901,-86.925903,700
KELA,Eagle Lake Airport,29.600599288900003,-96.3218994141,184
KELD,South Arkansas Regional Airport at Goodwin Field,33.221001,-92.813301,277
KELK,Elk City Regional Business Airport,35.43080139,-99.39430237,2013
KELM,Elmira Corning Regional Airport,42.1599006652832,-76.8916015625,954
